10004X0000,179,22,163,112.50,1,9,-75.739381,4.802926,1270,3,30-12-2014,RES CREG 178 de 2019
10004Y0000,180,22,163,75.00,1,9,-75.740034,4.803662,1276,3,30-12-2018,RES CREG 178 de 2019
10004Z0000,181,12,163,75.00,1,9,-75.741223,4.800146,1268,2,28-02-2013,RES CREG 178 de 2019
1000500000,182,12,163,112.50,1,9,-75.742061,4.799563,1274,2,28-02-2013,RES CREG 178 de 2019
1000510000,183,22,163,75.00,1,9,-75.740946,4.799581,1268,3,30-12-2016,RES CREG 178 de 2019
1000520000,184,12,163,150.00,1,9,-75.741089,4.799396,1270,2,15-06-2014,RES CREG 178 de 2019
1000530000,185,12,163,112.50,1,9,-75.740607,4.799173,1276,2,23-04-2013,RES CREG 178 de 2019
1000540000,186,12,163,75.00,1,9,-75.739052,4.800047,1270,2,21-04-2014,RES CREG 178 de 2019
1000550000,187,12,163,50.00,1,9,-75.687845,4.811849,1418,2,30-12-1994,RES CREG 178 de 2019
1000560000,188,12,163,30.00,1,9,-75.687810,4.811524,1418,2,15-06-1985,RES CREG 178 de 2019
1000570000,189,12,163,10.00,1,9,-75.685300,4.811059,1434,3,30-12-2011,RES CREG 178 de 2019
1000580000,190,12,163,225.00,1,9,-75.687765,4.811279,1418,2,15-06-1997,RES CREG 178 de 2019
1000590000,191,12,163,150.00,1,9,-75.686648,4.811187,1424,2,15-06-1993,RES CREG 178 de 2019
10005A0000,192,12,163,150.00,1,9,-75.685471,4.811045,1432,2,15-06-1980,RES CREG 178 de 2019
10005B0000,193,12,163,150.00,1,9,-75.685415,4.811045,1434,2,15-06-1987,RES CREG 178 de 2019
10005C0000,194,12,163,150.00,1,9,-75.684017,4.810874,1448,2,15-06-1991,RES CREG 178 de 2019
1019930000,195,12,163,112.50,1,9,-75.683257,4.810786,1450,2,17-09-2021,RES CREG 178 de 2019
10005D0000,195,12,163,225.00,1,9,-75.683260,4.810791,1450,3,17-09-2021,RES CREG 107 de 2009
10005E0000,196,12,163,112.50,1,9,-75.682158,4.810666,1444,2,18-10-2013,RES CREG 178 de 2019
10005F0000,197,12,163,112.50,1,9,-75.681611,4.810598,1444,2,15-06-1994,RES CREG 178 de 2019
10005G0000,198,12,163,150.00,1,9,-75.680530,4.810469,1434,2,15-06-1998,RES CREG 178 de 2019
10005H0000,199,12,163,25.00,1,9,-75.679512,4.810123,1432,2,15-06-1997,RES CREG 178 de 2019
10005I0000,200,12,163,30.00,1,9,-75.678927,4.809733,1436,2,15-06-1991,RES CREG 178 de 2019
10005J0000,201,12,163,75.00,2,5,-75.679560,4.809066,1452,2,15-06-1995,RES CREG 178 de 2019
10005K0000,202,12,163,30.00,1,9,-75.679136,4.809083,1450,2,15-06-1980,RES CREG 178 de 2019
10005L0000,203,32,163,10.00,1,9,-75.678680,4.809056,1448,3,30-12-2011,RES CREG 178 de 2019
10178F0000,204,12,163,25.00,1,9,-75.678577,4.809245,1442,2,15-06-1994,RES CREG 178 de 2019
10005M0000,205,12,163,75.00,1,9,-75.707979,4.820551,1338,2,15-06-1996,RES CREG 178 de 2019
10005N0000,206,12,163,75.00,1,9,-75.705573,4.820383,1334,2,15-06-2010,RES CREG 178 de 2019
10005O0000,207,12,163,150.00,1,9,-75.704735,4.820251,1340,2,01-04-2020,RES CREG 178 de 2019
10005P0000,208,12,163,75.00,1,9,-75.704365,4.820272,1342,2,15-06-2016,RES CREG 178 de 2019
10005Q0000,209,12,163,37.50,1,9,-75.701509,4.819851,1368,2,15-06-1998,RES CREG 178 de 2019
10005R0000,210,12,163,75.00,1,9,-75.701113,4.819805,1366,2,15-06-1980,RES CREG 178 de 2019
