CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,Categoria,Entidad,AreaOperativa,Departamento,Municipio,FechaInstalacion,FechaSuspension,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-15 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-16 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-17 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-18 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-19 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-20 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-21 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-22 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-23 00:00,70.7,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-24 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-25 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-26 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-27 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-28 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-29 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-30 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-01-31 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-01 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-02 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-03 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-04 00:00,20,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-05 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-06 00:00,10.2,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-07 00:00,20.5,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-08 00:00,60.7,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-09 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-10 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-11 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-12 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-13 00:00,19.9,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-14 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-15 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-16 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-17 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-18 00:00,20,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-19 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-20 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-21 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-22 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-23 00:00,20.7,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-24 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-25 00:00,40,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-26 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-27 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-02-28 00:00,0.4,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-01 00:00,20.8,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-02 00:00,10.5,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-03 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-04 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-05 00:00,6,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-06 00:00,17.6,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-07 00:00,6.1,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-08 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-09 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-10 00:00,10.9,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-11 00:00,1.6,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-12 00:00,7.8,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-13 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-14 00:00,0,50,,900
23195200,CACHIRI  - AUT [23195200],7.473890,-72.991110,1885,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 08 - Santanderes-Arauca,Santander,Suratá,15/06/1971 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2022-03-15 00:00,0,50,,900
